machine	verdict	diagnoses
1RB0LD_1LC0RD_1LA0LC_1RE0LB_1RB1RF_0LD---	open	no-period
1RB1RF_0RC1LE_0RD---_1LE0RE_1LF0RA_1RE0LB	open	no-period
1RB1LF_0RC1RD_1LA1LD_1LE0RA_---1LC_0LA1LA	open	no-period
1RB0RE_1LC0LE_---1LD_1LE1LB_1RA0LF_0RD1LA	open	no-period,too-many-params
1RB1RE_0LC0LF_0LA0LD_1LE1LC_1RA0LB_---0RE	open	no-period,rule
1RB0LD_1RC1RE_1LA0RA_1LE1LC_1RF1RC_---1RA	open	no-period,rule
1RB1RE_0LC1RF_---1LD_1LE0LD_1LA1LB_1RE0RA	open	no-period,rule,too-many-params
1RB1RE_1LC0RA_1LA0LD_1LB0LF_0RB0LE_0LA---	open	rule,too-many-params
1RB0RA_1RC1RD_1LD1LB_0RF1LE_1LE0LC_---1RA	open	no-period,rule,too-many-params
1RB0LF_1LC1RA_0RD1LB_0LA0RE_1RC1RB_---0LD	open	no-period,rule,too-many-params
1RB1LC_1LC0RD_0LE1LA_0RF1RA_1RD0LA_---0RB	open	no-period
1RB0RE_1LC1LF_1RA0LD_1LB1LA_1RB1RC_---0LA	open	no-period,rule
1RB0LC_1RC1RA_0LD0LF_0LB0LE_1LA1LD_---0RA	open	no-period,rule,too-many-params
1RB1RD_1LC0RF_1LD0LB_1RE0RB_---1RA_0LA1RC	open	no-period,too-many-params
1RB0RB_1LC0LF_1RD0LB_1RE1RC_0RA---_1LA1RE	open	no-period,rule
1RB1LC_1LC0RD_0LE1LA_---1RA_1RF0LA_0RF0RB	open	no-period
1RB0LE_1RC---_0RD0RE_1LE0RB_0LA0LF_0RC0LD	open	no-period,too-many-params
1RB0LE_0RC1RC_0RD1LA_1LD0LA_1LF1LC_---1LC	open	no-period,too-many-params
1RB0RE_1LC0RA_1RF0RD_---1LE_0LB1LE_1LE1RC	open	no-period,rule
1RB1RF_1LC---_1LE1RD_1RA0RC_0LF0LA_0LD0RB	open	no-period,rule
1RB0LE_0RC1RC_0RD1LA_1LD0LA_1LF1LC_---0LA	open	no-period,too-many-params
1RB1LC_1LC0RD_0LE1LA_0RF1RA_1LA0LA_---0RB	open	no-period
1RB1RF_1LC0RA_---0LD_1RE1LD_0LF0LB_1RA1LE	open	no-period
1RB0LE_1LB1RC_0RF0RD_1RE0LA_1LA1RE_---0RB	open	no-period
1RB1RC_1LC1LC_1RE0LD_1LB1RF_---1RA_0RD1RD	open	no-period
1RB1RE_0LC1RF_---1LD_1LE0LD_1LA1LB_1RF0RA	open	no-period,rule,too-many-params
1RB1RB_1LC0RE_---1LD_0RA1LB_1RA1LF_0LE1LE	open	no-period
1RB0LD_0RC0RF_1LD0RB_1LE---_0LA0LB_0LE0RA	open	no-period,too-many-params
1RB1LD_0RC1LE_1RD0LA_1RE0RC_1LF0LC_---1LB	open	no-period,too-many-params
1RB0LF_1LC1RA_0RE0RD_---1LE_1LF1RC_1LC1LA	open	no-period,rule
1RB0LC_1RC0LE_1LA1RD_0RC0RA_1LF1RE_---1LB	open	no-period,rule
1RB1LD_1LC0RC_0RF1RA_0LE1LA_1RC0LA_---0RB	open	no-period
1RB0RF_1RC0LD_1RD0RA_1LB1LE_0LB0RE_0RD---	open	no-period,rule,too-many-params
1RB1LD_0RC1LE_1RD0LA_1RE0RF_1LF0LC_---1LB	open	no-period,too-many-params
1RB0LE_1LC1LB_0RD0LC_1RA0RE_1RF1RD_0RA---	open	halt-reached,no-period,too-many-params
1RB---_0LC0RB_1LE0LD_1LA1LC_1LF0RD_1RB1RF	open	halt-reached,no-period,too-many-params,widen
1RB0RE_1RC0LE_1LD1LC_0RA0LD_1RF1RA_1LB---	open	halt-reached,no-period,too-many-params,widen
1RB1RA_0LC0RB_1LF0LD_1LE1LC_0LF---_1LA1LF	open	halt-reached,no-period,too-many-params
1RB1RA_0LC0RB_1LF0LD_1LE1LC_1LB---_1LA1LF	open	halt-reached,no-period,too-many-params
1RB0LE_1LC1LB_0RD0LC_1RA0RE_1RF1RD_0LA---	open	halt-reached,no-period,too-many-params
1RB1RA_0LC0RB_1LF0LD_1LE1LC_0RB---_1LA1LF	open	halt-reached,no-period,too-many-params
1RB0RE_1RC1RB_1LD1LC_0RA0LD_1RF1RA_0LC---	open	halt-reached,no-period,too-many-params
1RB0RE_1RC1RB_1LD1LC_0RA0LD_1RF1RA_0RA---	open	halt-reached,no-period,too-many-params
1RB0RE_1RC1RB_1LD1LC_0RA0LD_1RF1RA_1RA---	open	halt-reached,no-period,too-many-params
1RB1RA_0LC0RB_1LF0LD_1LE1LC_1LC---_1LA0RD	open	halt-reached,no-period,too-many-params
1RB1RA_1LC1LB_0RD0LC_1RA0RE_1RF1RD_0LB---	open	halt-reached,no-period,too-many-params
1RB1RC_0RC---_1RD0RA_1RE1RD_1LF1LE_0RC0LF	open	halt-reached,no-period,too-many-params,widen
1RB1RA_1LC1LB_0LD0LC_0RE0RF_0RF---_1RA1RD	open	no-period,too-many-params,widen
1RB0LE_1LC1LB_0RD0LC_1RA0RE_0RF1RD_0LD---	open	halt-reached,no-period,too-many-params
1RB1RA_0RC0RB_0LD0LE_0LE---_1LF1LC_1LA1LF	open	no-period,too-many-params,widen
1RB1RC_1LA---_0RE1LD_0LF0LC_1RA1RF_1RE0LF	open	no-period,too-many-params
1RB1RD_1LC---_1LE0LD_0RE1LC_1RA1RF_1RE0LF	open	no-period,too-many-params,widen
1RB0LF_1RC0LB_1RD1RB_1RE1RF_1LA---_0RC1LA	open	halt-reached,no-period,too-many-params
1RB0LA_1RC1RA_1RD1RE_1LC---_0RB1LF_1RA0LE	open	no-period,too-many-params
1RB---_0RC0RF_1LD0RC_1LE1LC_1LA1LF_0LD1RB	open	halt-reached,no-period
1RB1RF_1RC1RE_1LD---_0LF0LE_0RA1LD_1RA0LF	open	no-period,too-many-params
1RB1RD_1LC---_1RF0LD_0RE1LC_1RA1RF_1RE0LF	open	no-period,too-many-params
1RB1RA_1RC1LB_0LD0RA_1RF1LE_---1LF_1LC0LF	open	no-period
1RB0RA_0RC0LD_1LA1RF_1LE1LD_1LB1RE_---1RA	open	no-period
1RB0RA_0RC0LE_1LD1RF_1LB1RD_1LD1LE_---1RA	open	no-period
1RB0LC_0LC1RE_1LD1LC_1LA1RD_---1RF_0RA0RF	open	no-period
1RB1RA_1RC1LE_1RD1LC_0LB0RA_---1LF_1LD0LF	open	no-period
1RB0RA_0RC0LE_1LD1RF_1LB1RD_1LC1LE_---1RA	open	no-period
1RB1RA_1RC1LB_0LD0RA_1RA1LE_---1LF_1LC0LF	open	no-period
1RB1LC_1RC1LB_1LD0RB_0LE1RD_---0LF_0LA1LF	open	no-period,too-many-params
1RB1LA_1LC0RA_0LD1RC_---0LE_0LF1LE_1RF1LB	open	no-period,too-many-params
1RB0LA_1RC---_0LD1RD_0RA0RE_0RF1RC_1LF0LA	open	no-period,too-many-params
1RB0LA_1RC---_0LD1RD_1RA0RE_0RF1RC_1LF0LA	open	no-period,too-many-params
1RB0RD_1RC---_0LA1RA_0RE1RC_1LE0LF_0RC0LF	open	no-period
1RB---_0RC1LF_1LC1LD_1RE0RA_0RD1RF_0LD0LF	open	no-period,too-many-params
1RB0LA_1RC---_0LD1RD_0RB0RE_0RF0LD_1LF0LA	open	no-period,too-many-params
1RB1RF_0RC1RD_1LC1LA_0LE1RE_1RA0RB_---0LC	open	no-period
1RB0RA_0LC0LA_1RF1LD_1LE0LD_1LC1LF_---1RA	open	no-period,too-many-params
1RB0LC_1LA0RE_0RD0LA_1RE1RA_0LD1RF_0RB---	open	too-many-params
1RB---_1LC1RE_1LD0LC_1LE1LC_1RF0RE_1RA0RB	open	too-many-params
1RB1RC_0LA1RF_1RD0LE_1LC0RB_0RA0LC_0RD---	open	no-period,too-many-params
1RB0LC_1LA0RE_0RD1LF_1LC1LB_0LD0RB_0LA---	open	too-many-params
1RB0LA_1RC1RD_1LB1RA_1RE0RE_1LF0RC_1LA---	open	too-many-params
1RB1LD_1LC---_1RE0LD_1LC1LD_1RF0RE_1RA0RC	open	silent
1RB---_1RC1LD_1LD1RF_1RE0LD_0LB0RB_0RC0RA	open	too-many-params
1RB1LC_1LC1RE_1RD0LC_0LA0RA_0RB0RF_1RA---	open	too-many-params
1RB1RA_1LC0RA_1LD0LC_0LE0LB_1LF1RF_1LA---	open	silent
1RB0RA_1LC0RC_1LF0RD_1RA1LE_0LC---_1LD0LA	open	silent
1RB0RA_1RC0RF_0RD1LE_0LE---_1LF1LE_1RA0LC	open	silent
1RB0RE_0RC1RF_1LD1LE_0LC1RE_1RA0LE_1RD---	open	halt-reached,no-period,too-many-params
1RB0LF_1RC0RB_0RD0RA_1RE0LD_1LF---_1LA1LF	open	silent
1RB1LE_1RC0RB_1LD0RA_0LA0LC_0LD1LF_0LB---	open	silent
1RB1LC_1RC---_1LD1LC_1RE0LC_1RF0RE_1RA0RD	open	silent
1RB0RA_1RC0RF_1RD1LE_1RE---_1LF1LE_1RA0LE	open	silent
1RB0LF_1RC0RB_0RD0RA_1RE1LE_1RF---_1LA1LF	open	silent
1RB0RA_1LC0RD_0LD0LB_1RA0LE_1LF---_0RD1LB	open	no-period,too-many-params
1RB---_1RC1RB_1LD0RB_1LE0LD_0LF0LC_1LA1RA	open	silent
1RB0RA_1LC0RD_0LD0LB_1RA1LE_0LC1LF_0LA---	open	silent
1RB0RD_1RC1LE_1LD---_1RF0LE_1LD1LE_1RA0RF	open	silent
1RB1RC_1LC0RF_1RE0LD_1LB0LD_---1RF_0LF0RA	open	no-period
1RB0RA_1RC0LE_1LD0RA_---1LE_0RE0LF_1LB1LC	open	no-period
1RB0LD_1RC1LE_0RD1RA_1LE0RB_0LA0RF_---1RE	open	no-period,rule
1RB1LF_1RC0RE_1LD0RB_1LE0LD_0LA1RB_---1LB	open	no-period,too-many-params
1RB0LD_0RC0LC_1LD0RA_1LE0LF_0LA1LC_0RA---	open	no-period,rule,too-many-params
1RB1LD_0RC1RE_1LD0RA_0LE0RF_1RA0LC_---1RD	open	no-period,rule,too-many-params
1RB0LD_1RC1RF_0RD1RA_1LE0RB_0LA0RA_1LE---	open	no-period,rule
1RB0LD_0RC0LF_1LD0RA_1LE1RB_0LA1LC_---1LB	open	no-period,rule,too-many-params
1RB1RF_0RC1RE_1LD0RA_0LE0RE_1RA0LC_1LD---	open	no-period,rule,too-many-params
1RB0LE_1RC0RB_0RD1LE_1LE1RF_1LA0LC_---1RE	open	no-period,too-many-params
1RB1LD_1LC0RF_0RD0LB_1LB0LE_1LA---_0RA0RF	open	no-period,too-many-params
1RB0RC_1RC1RA_1LD0RA_0LE1RA_---1LF_1RB0LF	open	no-period,too-many-params
1RB0LC_1LC0RB_0LE0LD_1LC---_0RA1LF_1LA1LF	open	silent
1RB1LD_0RC1RC_1LA1RE_---1LE_1RF0RC_0RB0LF	open	no-period,too-many-params
1RB0LA_0RC0RB_1LD0RF_1LD0LE_1RA1LE_---1RE	open	no-period,too-many-params
1RB0LA_1RC0LA_1RD---_1LE1RF_1LF1LE_1LA0RF	open	no-period,too-many-params
1RB1RA_1LC0RA_1LF0LD_0LE0RB_1LB---_0RB0LB	open	halt-reached
1RB0LD_1RC0RD_1LA0RC_1RE1LB_1LF0LA_---0LE	open	no-period,too-many-params
1RB0RF_0RC---_0LD1RA_1RE1LF_1RC0RE_1LD0LF	open	no-period,too-many-params
1RB1RD_1LC0RD_0LE1RD_1RA0RB_---1LF_1RA0LF	open	no-period,too-many-params
1RB0RD_1RC0LF_0LA0RB_1RE---_1LB1RA_0LE0LF	open	no-period,too-many-params
1RB1LA_0LA0LC_---1LD_1LE1LB_1RF0RE_0LD0RE	open	silent
1RB1RA_0LC0RF_1LD1LC_1RE1LB_---0RA_1RF0RD	open	too-many-params
1RB0RF_1RC0RD_0LD0LC_1RF1RE_1LC---_0RA1RD	open	no-period,too-many-params
1RB1RA_1LC1RE_---0LD_1LE1LD_0RA0LF_1LF0LB	open	too-many-params
1RB1LE_1LC1RD_0LA1LA_---1RE_1LF0LA_0LC0RF	open	no-period,too-many-params
1RB0LE_1LC1RD_1LA0RB_1RC1RB_1LF0LC_---0RC	open	no-period,too-many-params
1RB1LD_1RC0LA_1LA0RE_1LB1LA_1RF0RB_---0LB	open	no-period,too-many-params
1RB1LD_1RC0RC_1LD0RE_0LB0LA_0RF1LA_---1RC	open	no-period,too-many-params
1RB0LF_1LC0LA_---1RD_1RF1RE_1LF1RD_1LB0RE	open	no-period,too-many-params
1RB0LD_0RC1RA_1LD1RC_1LE0RF_---1LA_1LF0LA	open	no-period,too-many-params
1RB1RF_1LC0RF_1LE0LD_1RC0LB_---1RA_1LB1RA	open	no-period,too-many-params
1RB0RD_0RC0LB_0RD1RD_1LE1RA_1RC1LF_---1LA	open	no-period,too-many-params
1RB0LC_1LC0RE_1RA1LD_1LA1LC_1RF0RA_---0LA	open	no-period,too-many-params
1RB1RE_1RC0LD_1LB---_1RA1LD_1RA0RF_1RE0LC	open	no-period,too-many-params
1RB0RC_1LC0RB_1LD0LD_1RA1LE_---0LF_1LB1LF	open	too-many-params
1RB---_0LC1RF_1LE0RD_0RB1RC_1RD0LE_0RC1RA	open	too-many-params
1RB0LA_0RC1RD_0LD1RE_1LA0RB_0RD0RF_0RA---	open	no-period,too-many-params
1RB0LA_0RC1RD_0LD1RE_1LA0RB_0RD1RF_1RB---	open	too-many-params
1RB0LF_0RC---_1RD0RA_1LE0RC_0LA0LE_1LE1LB	open	too-many-params
1RB0LF_1RC1RB_0RD0RC_1LE1LF_1LD---_0LB1LA	open	halt-reached,no-period
1RB0LA_0RC1RD_0LD1RE_1LA0RB_0RD0RF_0LA---	open	too-many-params
1RB0LA_0RC1RD_0LD1RE_1LA0RB_0RD1RF_1RC---	open	no-period,too-many-params
1RB0LF_1LC0RB_0LD1LA_0RA1LE_0LA1LF_0LD---	open	too-many-params
1RB0LC_1LC0RB_0LD1LA_0RA1LE_0LA1LF_1LC---	open	too-many-params
1RB0LF_1LC0RB_0LD1LA_0RA1LE_0LA1LC_0LD---	open	too-many-params
1RB0LC_1LC0RB_0LD1LA_0RA1LE_0LA0LF_0LB---	open	too-many-params
1RB0LC_1LC0RB_0LD1LA_0RA1LE_0LA1LF_0LD---	open	too-many-params
1RB1RA_1LC1RE_0LD0LD_0LE1LF_1LA0RA_---1LC	open	no-period,too-many-params
1RB0LE_1RC1RE_0RD1RC_1LA0LB_1LF0RB_---1LD	open	no-period,too-many-params
1RB0LB_1LC1LB_1RD1LA_0RE0RE_0RA1RF_---1RD	open	too-many-params
1RB1LE_0LB1RC_0RD1RA_1RE1RF_1LC0LE_0RC---	open	silent
1RB1LD_0RC0LE_1RD1RF_1LE0LD_0RC1RA_0RE---	open	silent
1RB0RA_1RC0RE_0RD1RE_0LE---_1LF0LC_1RA0LC	open	no-period,too-many-params
1RB0RF_0LC---_1LD1LC_1RE0LA_1RA1RD_0RD0RB	open	no-period,too-many-params
1RB0RF_0LC1LB_1RD1LA_1RE0LC_0RA1RD_---0RC	open	no-period,too-many-params
1RB1RE_1RC0RF_0LD---_1LE1LD_1RA0LB_0RE0RF	open	no-period,rule,too-many-params
1RB1RA_1LC0RD_1LD1LB_1RA0LE_0LB0LF_0RA---	open	rule,too-many-params
1RB0LE_1RC1RA_1LD0RE_1LA1LD_1LD0RF_0RA---	open	no-period,rule,too-many-params
1RB0LE_1RC1RB_1LD0RA_1LA1LC_0LC0LF_0RB---	open	no-period,rule
1RB0LC_1RC1RA_1LD0RE_1LA1LD_0RA1RF_0LC---	open	no-period,rule,too-many-params
1RB1RA_1LC0RD_1LD1LB_1RA0LE_0LB1LF_1RC---	open	rule,too-many-params
1RB1RA_1LC0RE_1LD1LB_1RA0LE_1RA0LF_0LB---	open	rule,too-many-params
1RB0LE_1RC1RB_1LD0RE_1LA1LC_1RB0LF_0LC---	open	no-period,rule,too-many-params
1RB1RE_1RC0RF_0LD---_1LE1LD_1RA0LB_0RE0RC	open	no-period,rule,too-many-params
1RB0RF_0LC---_1LD1LC_1RE0LA_1RA1RD_0RD0RF	open	no-period,rule,too-many-params
1RB1RA_1LC0RD_1LD1LB_1LE0LF_0RA---_0LB0LF	open	no-period,rule,too-many-params
1RB0LC_1RC1RA_1RD0RF_0LE---_1LA1LE_0RA0RF	open	no-period,rule,too-many-params
1RB1RD_1LC0RE_1LD1LC_1RA0LB_0RD0RF_0LC---	open	no-period,rule,too-many-params
1RB0LE_1RC1RB_1LD0RA_1LA1LC_0LC1LF_0RA---	open	no-period,rule,too-many-params
1RB1RD_1LC0RE_1LD1LC_1RA0LE_1LC0RF_0RD---	open	no-period,rule,too-many-params
1RB0LC_1RC1RA_1RD0RF_0LE---_1LA1LE_0RA0RD	open	no-period,rule
1RB0LC_1RC1RA_1LD0RE_1LA1LD_0RA0RF_0LD---	open	no-period,rule
1RB0LE_0RC1RA_1RD0RF_0LE1LD_1RA1LC_---0RE	open	no-period,rule,too-many-params
1RB1LD_1RC0LA_0RD1RB_1RE0RF_0LA1LE_---0RA	open	no-period,rule,too-many-params
1RB1RD_1LC0RE_1LD1LC_1RA0LB_0RD0RF_0RD---	open	no-period,rule,too-many-params
1RB1RA_1LC0RD_1LD1LB_1LE0LF_0RA---_0LB0LE	open	rule,too-many-params
1RB1RF_1LC1LB_1RD1LD_1RE0RA_---0LB_0LF0RC	open	no-period,too-many-params
1RB1RF_1RC1RB_1LD0RA_1LA1LE_---0LF_0LC1LF	open	silent
1RB---_0RC0RD_1LD0RF_0LE0LC_1RA0LC_1RC0RA	open	rule,too-many-params
1RB0LF_0RC1RD_0LD0RA_1RC0RE_1RF---_1LA0LB	open	no-period
1RB0LA_1LC1LA_0RD0LB_0RE1RC_1LB0RF_1RD---	open	silent
1RB0RE_1LC0RA_0LD0LB_1RE0LB_1RF---_0RB0RC	open	no-period,rule
1RB---_1LC0LD_1RD0LB_0RF1RE_1RF0RA_0LE0RC	open	no-period,too-many-params
1RB0LD_1RC---_0RD0RE_1LE0RF_0LA0LD_1RD0RB	open	rule
1RB1RE_1LC1LF_1LD1LC_1RA0LB_---0RF_0RD1RF	open	silent
1RB---_1RC0LE_1RD1RF_1LB0LB_0RD0LD_0RC0RA	open	no-period,too-many-params
1RB0LF_1LC1LA_1LD0LC_1RE1LB_0RB1RA_---0RD	open	no-period,too-many-params
1RB0LE_1RC0LB_1RD1RF_1RE0RB_1LA0RD_0RE---	open	rule
1RB0LE_1RC1RF_1RD0RA_1LE0RC_1LC0LD_0RD---	open	rule
1RB0LC_1RC0RA_1LA0LD_1LE0RB_1RD1LF_0LA---	open	rule
1RB0LC_1RC0RA_1LA0LD_1LE0RB_1RB1LF_0LA---	open	rule
1RB0LC_1RC0RA_1LA0LD_1LE0RB_1LC1LF_0LA---	open	rule
1RB0RC_1LC0LD_1RA0LB_1LE0RA_1RD1LF_0LC---	open	rule
1RB0LC_1LA1RF_1LD0LE_1RE0RA_1LC0RD_0RE---	open	rule
1RB1RF_1RC0RE_1LD0RB_1RE0LC_1RA0LE_0RC---	open	rule
1RB0RD_1LC0RA_1LA0LB_1RE0LC_1LC1RF_0RB---	open	rule
1RB0RC_1LC0LD_1RA0LB_1LE0RA_1RA1LF_0LC---	open	rule
1RB0RD_1LC0RA_1LA0LB_1RE0LC_1RA1RF_0RB---	open	rule
1RB0RC_1LC0LD_1RA0LB_1LE0RA_1LB1LF_0LC---	open	rule
1RB0LE_1LC0RA_1LD0RC_1LE1LF_1LA0LC_0LA---	open	rule
1RB0RD_1LC0RA_1LA0LB_1RE0LC_1LD1RF_0RB---	open	rule
1RB1LC_1LA0RE_0LD---_1RE0LF_1RF0RD_1LD0LB	open	rule,too-many-params
1RB0RE_1RC0RA_0LD0LB_0LA1LE_1LC1LF_0LA---	open	no-period,rule
1RB1RA_0LC1RF_0LD1LD_1LE1LC_0RB0RA_---1RE	open	no-period,rule
1RB0LC_1LA0RE_0LD0LB_1RA1LD_0RC1RF_0RA---	open	no-period,rule
1RB1RF_0RC0RE_0RD1RA_1LE0LA_1LB0LD_0RD---	open	no-period,rule
1RB0LC_1LA0RD_0LD1LF_0RE0RA_1LB1RE_0LB---	open	no-period
1RB0LF_1LC1RF_---1LD_0LE0LB_0RA0LA_0RA1RB	open	no-period,rule
1RB1LA_1RC0LD_1LB0RE_0LA0LC_0RD1RF_0RB---	open	no-period
1RB0LB_0LC0RE_1LA1LD_0LB1LD_1RA0RF_1RA---	open	too-many-params
1RB0LB_0LC0RE_1LA1LD_0LB1LF_1RA1RD_0LB---	open	too-many-params
1RB0LB_0LC0RE_1LA1LD_0LB1LF_1RA0RE_0RC---	open	too-many-params
1RB1RE_1LC0RC_0RA0LD_1LB1LE_0RC1LF_---1RA	open	too-many-params
1RB1LA_0LB1LC_1RD0LD_0LA0RE_1RC1RF_0LD---	open	too-many-params
1RB0LB_0LC0RE_1LA1LD_0LB1RF_1RA1RD_---1LC	open	too-many-params
1RB0RE_1RC0RA_0LD0RB_1LA0LE_1LC1LF_0LC---	open	halt-reached,no-period
1RB0LD_0RC---_0LD0RF_1LE1LD_0LA0RD_0RB1RA	open	halt-reached,no-period
1RB0LE_0RC---_1LC0RD_0RB1RA_1LF1LE_0LA1LF	open	halt-reached,no-period
1RB0LC_1LC0RE_1LA1LD_1LA1LB_0RF1RA_---0RE	open	no-period
1RB1LE_1RC0RB_0LC1LD_0LE0RD_1LA0LF_1LE---	open	no-period
1RB1LC_1RC0RB_1LD0RF_1LA1LE_1LE0LD_---0RE	open	no-period
1RB1RA_1LC1LE_1RF1LD_1RE0LD_0LB0RA_---0RC	open	no-period
1RB0RA_1LC0LF_1LE0LD_1LB---_1RA1LB_0LB0RC	open	no-period,too-many-params
1RB1LF_0RC0RB_0LD1LA_1LC0LE_0LA---_1LA1LF	open	no-period
1RB0RF_1RC0LD_1RD0RA_1LE0LC_1LB0LE_0RC---	open	no-period
1RB0LC_1LC0RE_1LA1LD_1LA1LF_0RB1RA_1LC---	open	no-period
1RB0LF_1LC0RE_0LD1LC_1LA---_0RB1RA_0LE1LF	open	no-period
1RB1RF_0RC0LB_1LD1RE_1LB1RF_---0RF_1RD0RA	open	no-period
1RB0RF_1LC1RA_0RD0LC_1LB1RE_---0RA_1RC1RA	open	no-period,too-many-params
1RB0LA_0LC0RB_1RA0RD_1LE0LD_1LF---_1LA1LC	open	no-period,too-many-params
1RB0RA_1LC0LD_1LE1LD_0LB0RE_1RF0LA_---0RA	open	no-period
1RB0LF_1LC0RE_0LD1LC_1LA---_0RB1RA_1LC1LF	open	no-period
1RB0LF_1LC0RD_1LA1LC_---0RE_0RB1RA_1LC1LF	open	no-period
1RB0RA_1LC0LD_1LE1LD_0LB0RF_1RA1LB_1RA---	open	no-period,too-many-params
1RB0RA_1LC0LD_1LE1LD_0LB0RE_1RF1LB_---0RA	open	no-period,too-many-params
1RB0RA_1LC0LF_1LE0LD_1LB---_1RA1LB_0LD0RC	open	no-period,too-many-params
1RB0LF_1LC0RD_1LA1LC_---0RE_0RB1RA_0LE1LF	open	no-period
1RB0RB_0LC0RA_1LE1LD_0LE---_1LF0LC_1RA1LB	open	no-period
1RB0LC_1LC0RE_0LC0LD_1RD1LB_0RF1RA_0RB---	open	no-period,too-many-params
1RB---_1RC1RE_1LD0RC_0RE0LD_1LC0LF_1RA0RF	open	no-period,too-many-params
1RB0RE_1RC1RE_1LD1RA_1LA0LD_0RA0LF_1LD---	open	no-period,too-many-params
1RB0RF_1RC0RE_1LD1RA_1LA0LD_1RA---_0RA0LB	open	no-period,too-many-params
1RB0RC_1LC0RE_0LC0LD_1RD1LB_0RF1RA_0RB---	open	no-period,too-many-params
1RB0RF_1LC0RE_0LC0LD_1RD1LB_0RF1RA_0RB---	open	no-period
1RB0RA_1RC0RD_1RD0LC_1LE1RA_---1LF_1RB0LC	open	no-period,too-many-params
1RB1RF_1RC0RA_1LD1RE_1LE0LE_0RA0LD_0RB---	open	no-period,too-many-params
1RB1LD_1LC1RA_0LD0LC_0RE1RB_1RD0RF_0RB---	open	no-period
1RB0RF_1RC0RE_1LD1RA_1LA0LD_1RA---_0RE0LB	open	no-period,too-many-params
1RB1RE_1LC1RD_1LD0LC_1RA0LF_1RE0RA_---0LE	open	no-period
1RB0RE_1LC1RD_1LD0LD_0RE0LC_1RA1RF_0RA---	open	no-period,too-many-params
1RB0RE_1LC1RD_1LD0LC_1RA0RF_1RD---_0RD0LA	open	no-period,too-many-params
1RB1RF_1LC1RE_---0LD_1LE0LD_1RA0RF_0RE0LB	open	no-period,too-many-params
1RB0RC_1LC1RB_0RE1LD_0LC1LA_1RF1RA_---0RB	open	no-period
1RB---_1RC0RF_1RD0RA_1LE1RB_1LB0LE_0RB0LC	open	no-period,too-many-params
1RB1RF_1LC0RD_---0LD_1LE0LD_1RA0RF_0RE0LB	open	no-period
1RB0RF_1RC1RF_1LD1RA_---0LE_1LA0LE_0RA0LC	open	no-period,too-many-params
1RB0RA_1LC0RE_0LC0LD_1RD1LB_0RF1RA_0RB---	open	no-period,too-many-params
1RB---_1RC0RF_1RD0RA_1LE1RB_1LB0LE_0RA0LC	open	no-period,too-many-params
1RB1RE_1LC1RD_1LD0LC_1RA0RF_0RD---_0RD0LB	open	no-period,too-many-params
1RB1RD_1LC0RB_0RD0LC_1LB0LE_1RF0RE_1RA---	open	no-period,too-many-params
1RB0LA_1LC1RF_---1LD_1RE0LA_1RA0RB_1RE0RF	open	no-period
1RB0RF_1RC1RF_1LD0RE_---0LE_1LA0LE_0RA0LC	open	no-period
1RB0LC_1LA1RF_1LD1RF_1LE0LA_0RB---_0RA1RE	open	no-period,rule
1RB0LA_0RC0RB_1LD1LA_1LC1RE_1RF0RD_1LC---	open	no-period,rule
1RB1RF_1LC1RD_1LA1LC_1RA0RE_1RD1LA_---0LE	open	no-period,rule
1RB1RD_1LC0LE_1RA0LB_1RA1RF_0RA0RC_1RE---	open	no-period
1RB1LE_1LC1RC_1LA1RD_1LD0RB_0LC0LF_0LB---	open	no-period
1RB0LC_1LA1RE_1LD1RE_1RE0LA_0RA1RF_0RB---	open	no-period,rule
1RB0RB_1LC1RF_0RD0LB_0RA1LE_1LD---_0RB0RC	open	no-period,rule
1RB1LF_1LC1RD_1RA1LA_0RA0RE_0RC---_1RF0LC	open	no-period,too-many-params
1RB1RE_1LC1RE_---1LD_1LE0LB_0RF0LD_1RD1RA	open	no-period,rule,too-many-params
1RB0RD_1RC0LF_1LA0LB_---1RE_1LB1RA_0LC0RA	open	no-period,too-many-params
1RB1RD_1RC1LD_0LA1RA_1LE0RC_---1LF_0LA0LB	open	no-period,too-many-params
1RB---_1LC0RB_0LD0LC_1RE1RB_1RD1LF_1LA0LE	open	no-period,rule
1RB0RE_1LC1RF_---0LD_0LE1LB_1LF1LD_1RD0RA	open	no-period,rule
1RB0LE_1LC0RD_0RA1LD_0LC1RA_1LF1LA_---1LA	open	no-period,rule
1RB1LF_1LC0RD_---1LD_1RB1RE_1LA0LB_0LA0LE	open	no-period,too-many-params
1RB0LF_1LC0LA_1RA0RD_---1RE_1LA1RC_0LB0RC	open	no-period,too-many-params
1RB1LF_1RC1LD_1LB1LE_1LE0LD_0LA0RE_1RD---	open	too-many-params
1RB1LC_1LA1LD_1LD0LC_0LE0RD_1RA1LF_1RC---	open	no-period,too-many-params
1RB1RA_1LC0RB_1LE0LD_0LB1LD_0RA0LF_---0RE	open	too-many-params
1RB0LD_0RC1RA_1RD1RE_1LA0LE_0RA0RF_1RC---	open	no-period
1RB0RE_0LC1LE_0RD1LD_1RA1LF_1LC0RA_0LB---	open	no-period
1RB1RA_1LC0RB_1LD0LB_1RA0LE_---1LF_1LB0LA	open	no-period
